Date,FB,AMZN,AAPL,NFLX,GOOG,SPX,TSLA,MSFT,SBUX,CSCO
2015-06-15,80.709999,423.670013,116.970581,93.431427,527.200012,2084.43,50.076,45.475,52.27,28.48
2015-06-16,81.059998,427.26001,117.597267,95.272858,528.150024,2096.29,50.624,45.83,52.965,28.71
2015-06-17,81.790001,427.809998,117.320793,94.271431,529.26001,2100.44,52.082,45.97,53.24,28.93
2015-06-18,82.910004,439.390015,117.855324,94.742859,536.72998,2121.24,52.378,46.72,54.11,29.21
2015-06-19,82.510002,434.920013,116.675667,93.871429,536.690002,2109.99,52.502,46.1,53.93,29.03
2015-06-22,84.739998,436.290009,117.606491,96.414284,538.190002,2122.85,51.958,46.23,53.9,28.94
2015-06-23,87.879997,445.98999,117.071945,97.312859,540.47998,2124.2,53.534,45.91,54.115,28.785
2015-06-24,88.860001,440.839996,118.067299,96.944283,537.840027,2108.58,53.034,45.635,53.71,28.51
2015-06-25,87.980003,440.100006,117.505127,94.891426,535.22998,2102.31,53.758,45.65,54.07,28.4
2015-06-26,88.010002,438.100006,116.813896,93.08857,531.690002,2101.49,53.418,45.26,54.62,28.28
2015-06-29,85.800003,429.859985,114.767921,92.23143,521.52002,2057.64,52.404,44.37,53.55,27.54
2015-06-30,85.769997,434.089996,115.597382,93.848572,520.51001,2063.11,53.652,44.15,53.615,27.46
2015-07-01,86.910004,437.390015,116.675667,93.635712,521.840027,2077.42,53.83,44.445,53.89,27.35
2015-07-02,87.290001,437.709991,116.528198,94.044289,523.400024,2076.78,56.004,44.4,54.24,27.33
2015-07-06,87.550003,436.040009,116.122704,94.571426,522.859985,2068.76,55.944,44.39,54.305,27.22
2015-07-07,87.220001,436.720001,115.837006,94.091431,525.02002,2081.34,53.576,44.3,54.375,27.36
2015-07-08,85.650002,429.700012,112.961594,93.507141,516.830017,2046.68,50.992,44.24,53.39,26.99
2015-07-09,85.879997,434.390015,110.65757,95.727142,520.679993,2051.31,51.584,44.52,54.05,26.91
2015-07-10,87.949997,443.51001,113.615921,97.228569,530.130005,2076.62,51.83,44.61,54.57,27.28
2015-07-13,90.099998,455.570007,115.809349,101.087143,546.549988,2099.6,52.432,45.54,55.7,27.79
2015-07-14,89.68,465.570007,115.76326,100.371429,561.099976,2108.95,53.13,45.62,55.75,28.03
2015-07-15,89.760002,461.190002,116.878418,98.129997,560.219971,2107.4,52.628,45.76,55.34,28.11
2015-07-16,90.849998,475.480011,118.435951,115.809998,579.849976,2124.29,53.336,46.66,55.74,28.32
2015-07-17,94.970001,483.01001,119.458923,114.769997,672.929993,2126.64,54.932,46.62,55.69,28.18
2015-07-20,97.910004,488.100006,121.716888,110.550003,663.02002,2128.28,56.452,46.92,56.21,28.03
2015-07-21,98.389999,488,120.500343,112.510002,662.299988,2119.21,53.354,47.28,56.2,27.84
2015-07-22,97.040001,488.269989,115.403839,111.5,662.099976,2114.15,53.574,45.54,56.69,27.53
2015-07-23,95.440002,482.179993,115.348526,110.099998,644.280029,2102.15,53.44,46.11,56.56,28.01
2015-07-24,96.949997,529.419983,114.740288,109.339996,623.559998,2079.65,53.082,45.94,57.29,28.4
2015-07-27,94.169998,531.409973,113.145889,106.43,627.26001,2067.64,50.602,45.35,56.98,28.21
2015-07-28,95.290001,526.030029,113.708076,106.900002,628,2093.25,52.964,45.34,57.14,28.21
2015-07-29,96.989998,529,113.34864,107.080002,631.929993,2108.57,52.764,46.29,57.51,28.4
2015-07-30,95.209999,536.76001,112.777275,111.559998,632.590027,2108.63,53.358,46.88,58.06,28.3
2015-07-31,94.010002,536.150024,111.79113,114.309998,625.609985,2103.84,53.23,46.7,57.93,28.42
2015-08-03,94.139999,535.030029,109.155342,112.559998,631.210022,2098.04,51.998,46.81,58.19,28.36
2015-08-04,94.059998,531.900024,105.653229,121.150002,629.25,2093.32,53.256,47.54,58.7,28.03
2015-08-05,96.440002,537.01001,106.353653,123.709999,643.780029,2099.84,54.026,47.58,59.01,28.27
2015-08-06,95.120003,529.460022,106.585083,126.449997,642.679993,2083.56,49.226,46.62,57.23,28.21
2015-08-07,94.300003,522.619995,106.946136,123.519997,635.299988,2077.57,48.502,46.74,57.2,28.15
2015-08-10,94.150002,524,110.834412,123.029999,633.72998,2104.18,48.228,47.33,56.27,28.59
2015-08-11,93.620003,527.460022,105.066818,122.739998,660.780029,2084.07,47.474,46.41,56.35,28.02
2015-08-12,94.190002,525.909973,106.686913,120.510002,659.559998,2086.05,47.634,46.74,56.38,27.9
2015-08-13,93.43,529.659973,106.6036,123.730003,656.450012,2083.39,48.502,46.73,56.85,28.7
2015-08-14,94.419998,531.52002,107.353477,123.389999,657.119995,2091.54,48.63,47,57.1,29.03
2015-08-17,93.93,535.219971,108.464417,125.360001,660.869995,2102.44,50.998,47.32,57.74,28.825
2015-08-18,95.169998,535.02002,107.853416,124.050003,656.130005,2096.92,52.144,47.27,57.83,28.25
2015-08-19,95.309998,532.919983,106.474007,122.059998,660.900024,2079.61,51.05,46.61,57.59,27.8
2015-08-20,90.559998,515.780029,104.289146,112.489998,646.830017,2035.73,48.436,45.66,55.81,27.04
2015-08-21,86.059998,494.470001,97.910515,103.959999,612.47998,1970.89,46.154,43.07,52.84,26.47
2015-08-24,82.089996,463.369995,95.466469,96.879997,589.609985,1893.21,43.774,41.68,50.34,25.19
2015-08-25,83,466.369995,96.040459,101.519997,582.059998,1867.61,44.006,40.47,51.09,24.62
2015-08-26,87.190002,500.769989,101.548851,110.129997,628.619995,1940.51,44.968,42.71,53.96,25.68
2015-08-27,89.730003,518.369995,104.539131,117.660004,637.609985,1987.66,48.598,43.9,55.95,26.17
2015-08-28,91.010002,518.01001,104.881653,117.629997,630.380005,1988.87,49.696,43.93,55.63,26
2015-08-31,89.43,512.890015,104.390999,115.029999,618.25,1972.18,49.812,43.52,54.71,25.88
2015-09-01,87.230003,496.540009,99.72506,105.790001,597.789978,1913.85,47.726,41.82,53.5,25.12
2015-09-02,89.889999,510.549988,104.002151,105.440002,614.340027,1948.86,49.538,43.36,55.26,25.65
2015-09-03,88.150002,504.720001,102.178383,101.059998,606.25,1951.13,49.114,43.5,54.69,25.9
2015-09-04,88.260002,499,101.160019,98.790001,600.700012,1921.22,48.386,42.61,54.28,25.52
2015-09-08,89.529999,517.539978,103.974388,94.949997,614.659973,1969.41,49.634,43.89,55.21,26.3
2015-09-09,90.440002,516.890015,101.974693,99.18,612.719971,1942.04,49.782,43.07,54.69,25.94
2015-09-10,91.980003,522.23999,104.21508,99.480003,621.349976,1952.29,49.696,43.29,55.37,26.26
2015-09-11,92.050003,529.440002,105.733368,97.510002,625.77002,1961.05,50.048,43.48,56.53,26.02
2015-09-14,92.309998,521.380005,106.751709,95.690002,623.23999,1953.03,50.638,43.04,56.29,25.7
2015-09-15,92.900002,522.369995,107.649734,99.160004,635.140015,1978.09,50.714,43.98,56.91,25.98
2015-09-16,93.449997,527.390015,107.770096,104.080002,635.97998,1995.31,52.45,44.3,57.26,26.07
2015-09-17,94.339996,538.869995,105.464905,104.209999,642.900024,1990.2,52.414,44.25,57.28,25.88
2015-09-18,94.400002,540.26001,105.02977,102.620003,629.25,1958.03,52.124,43.48,56.84,25.54
2015-09-21,95.550003,548.390015,106.659157,100.300003,635.440002,1966.97,52.84,44.11,57.54,25.54
2015-09-22,92.959999,538.400024,104.98349,98.470001,622.690002,1942.74,52.188,43.9,57.12,25.14
2015-09-23,93.970001,536.070007,105.835205,98.07,622.359985,1938.76,52.212,43.87,57.79,25.28
2015-09-24,94.410004,533.75,106.464729,103.760002,625.799988,1932.24,52.624,43.91,58.37,25.41
2015-09-25,92.769997,524.25,106.196243,102.239998,611.969971,1931.34,51.382,43.94,57.99,26.025
2015-09-28,89.209999,504.059998,104.094742,99.470001,594.890015,1881.77,49.686,43.29,55.77,25.66
2015-09-29,86.669998,496.070007,100.965599,98.349998,594.969971,1884.09,49.33,43.44,55.72,25.64
2015-09-30,89.900002,511.890015,102.113564,103.260002,608.419983,1920.03,49.68,44.26,56.84,26.25
2015-10-01,90.949997,520.719971,101.447006,105.980003,611.289978,1923.82,47.976,44.61,57.48,25.73
2015-10-02,92.07,532.539978,102.187614,106.110001,626.909973,1951.36,49.514,45.57,58.08,25.76
2015-10-05,94.010002,543.679993,102.557945,111.25,641.469971,1987.05,49.23,46.63,59.04,26.85
2015-10-06,92.800003,537.47998,103.048599,108.330002,645.440002,1979.92,48.292,46.75,58.69,27.23
2015-10-07,92.400002,541.940002,102.557945,108.099998,642.359985,1995.83,46.392,46.8,58.78,27.54
2015-10-08,92.470001,533.159973,101.37294,114.93,639.159973,2013.43,45.344,47.45,59.46,27.91
2015-10-09,93.239998,539.799988,103.798492,113.330002,643.609985,2014.89,44.138,47.11,60.07,27.91
2015-10-12,94.260002,550.190002,103.317093,113.449997,646.669983,2017.46,43.116,47,60.54,27.96
2015-10-13,94.120003,548.900024,103.492973,109.730003,652.299988,2003.69,43.85,46.89,60.16,27.85
2015-10-14,94.07,544.830017,102.030258,110.230003,651.159973,1994.24,43.376,46.68,58.82,27.82
2015-10-15,95.959999,562.440002,103.557793,101.089996,661.73999,2023.86,44.262,47.01,59.69,28.15
2015-10-16,97.540001,570.76001,102.798645,98.989998,662.200012,2033.11,45.402,47.51,59.93,28.25
2015-10-19,98.470001,573.150024,103.437447,101.690002,666.099976,2033.66,45.62,47.62,60.97,28.25
2015-10-20,97,560.880005,105.326027,98.989998,650.280029,2030.77,42.606,47.77,60.88,28.5
2015-10-21,97.110001,555.77002,105.31678,97.959999,642.609985,2018.94,42.018,47.2,60.53,28.28
2015-10-22,99.669998,563.909973,106.927628,97.32,651.789978,2052.51,42.344,48.03,61.49,29.01
2015-10-23,102.190002,599.030029,110.241913,100.040001,702,2075.15,41.818,52.87,62.61,29.35
2015-10-26,103.769997,608.609985,106.723946,103.040001,712.780029,2071.18,43.052,54.25,63.43,28.95
2015-10-27,103.699997,611.01001,106.048149,103.07,708.48999,2065.89,42.07,53.69,62.71,29.05
2015-10-28,104.199997,617.099976,110.417809,105.800003,712.950012,2090.35,42.592,53.98,63.51,29.36
2015-10-29,104.879997,626.549988,111.584305,105.120003,716.919983,2089.41,42.326,53.36,62.5,29.14
2015-10-30,101.970001,625.900024,110.630745,108.379997,710.809998,2079.36,41.386,52.64,62.57,28.85
2015-11-02,103.309998,628.349976,112.186066,107.639999,721.109985,2104.05,42.758,53.24,62.24,28.77
2015-11-03,102.580002,625.309998,113.472885,109.739998,722.159973,2109.79,41.67,54.15,62.8,28.61
2015-11-04,103.940002,640.950012,112.945198,114.050003,728.109985,2102.31,46.326,54.4,61.96,28.47
2015-11-05,108.760002,655.650024,112.42453,113.5,731.25,2099.93,46.354,54.38,62.28,28.43
2015-11-06,107.099998,659.369995,112.554688,114.059998,733.76001,2099.2,46.472,54.92,61.97,28.45
2015-11-09,106.489998,655.48999,112.099144,109.860001,724.890015,2078.58,45.066,54.16,61.34,28.18
2015-11-10,107.910004,659.679993,108.566086,112.699997,728.320007,2081.72,43.3,53.51,62.18,27.98
2015-11-11,109.010002,673.25,107.952477,112.860001,735.400024,2075,43.816,53.65,61.87,27.82
2015-11-12,108.019997,665.599976,107.589859,108.919998,731.22998,2045.97,42.588,53.32,61.07,27.83
2015-11-13,103.949997,642.349976,104.447342,103.650002,717,2023.04,41.438,52.84,59.74,26.21
2015-11-16,104.040001,647.809998,106.158073,111.349998,728.960022,2053.19,42.862,53.765,60.68,26.79
2015-11-17,105.129997,643.299988,105.702499,117.099998,725.299988,2050.44,42.8,52.97,60.55,26.81
2015-11-18,107.769997,663.539978,109.049568,120.629997,740,2083.58,44.214,53.85,61.8,27.12
2015-11-19,106.260002,661.27002,110.434891,120.220001,738.409973,2081.24,44.36,53.94,61.46,27.37
2015-11-20,107.32,668.450012,110.91835,123.839996,756.599976,2089.17,44.002,54.19,61.99,27.57
2015-11-23,106.949997,678.98999,109.477264,125.029999,755.97998,2086.59,43.55,54.19,62.64,27.43
2015-11-24,105.739998,671.150024,110.52787,123.309998,748.280029,2089.14,43.65,54.25,61.96,27.27
2015-11-25,105.410004,675.340027,109.737572,124.160004,748.150024,2088.87,45.928,53.69,62.19,27.24
2015-11-27,105.449997,673.26001,109.533035,125.440002,750.26001,2090.11,46.322,53.93,62.18,27.32
2015-11-30,104.239998,664.799988,109.988617,123.330002,742.599976,2080.41,46.052,54.35,61.39,27.25
2015-12-01,107.120003,679.059998,109.096039,125.370003,767.039978,2102.63,47.438,55.22,61.37,27.57
2015-12-02,106.07,676.01001,108.110535,128.929993,762.380005,2079.51,46.398,55.21,61.22,27.44
2015-12-03,104.379997,666.25,107.106407,126.809998,752.539978,2049.62,46.542,54.2,59.55,26.95
2015-12-04,106.18,672.640015,110.667328,130.929993,766.809998,2091.69,46.076,55.91,61.75,27.48
2015-12-07,105.610001,669.830017,109.970024,125.360001,763.25,2077.07,46.226,55.81,61.89,27.49
2015-12-08,106.489998,677.330017,109.923523,126.980003,762.369995,2063.59,45.344,55.79,62.16,27.15
2015-12-09,104.599998,664.789978,107.496902,124.199997,751.609985,2047.62,44.904,54.98,61.18,26.73
2015-12-10,105.419998,662.320007,108.008263,122.910004,749.460022,2052.23,45.414,55.27,61.87,26.77
2015-12-11,102.120003,640.150024,105.228317,118.910004,738.869995,2012.37,43.404,54.06,59.82,26.16
2015-12-14,104.660004,657.909973,104.577499,120.669998,747.77002,2021.94,43.716,55.14,59.92,26.49
2015-12-15,104.550003,658.640015,102.727333,118.599998,743.400024,2043.41,44.218,55.2,59.98,26.85
2015-12-16,106.790001,675.77002,103.517616,122.639999,758.090027,2073.07,46.902,56.13,60.35,27.235
2015-12-17,106.220001,670.650024,101.32341,122.510002,749.429993,2041.89,46.678,55.7,59.515,26.72
2015-12-18,104.040001,664.140015,98.58065,118.019997,739.309998,2005.55,46.092,54.13,58.62,26.27
2015-12-21,104.769997,664.51001,99.789322,116.629997,747.77002,2021.15,46.512,54.83,59.54,26.635
2015-12-22,105.510002,663.150024,99.696365,116.239998,750,2038.97,45.99,55.35,59.99,26.89
2015-12-23,104.629997,663.700012,100.979393,118.160004,750.309998,2064.29,45.94,55.82,60.34,27.4
2015-12-24,105.019997,662.789978,100.44014,117.330002,748.400024,2060.99,46.114,55.67,60.32,27.38
2015-12-28,105.93,675.200012,99.31517,117.110001,762.51001,2056.5,45.79,55.95,60.19,27.31
2015-12-29,107.260002,693.969971,101.100266,119.120003,776.599976,2078.36,47.438,56.55,61.13,27.77
2015-12-30,106.220001,689.070007,99.780022,116.709999,771,2063.36,47.618,56.31,60.82,27.53
2015-12-31,104.660004,675.890015,97.864746,114.379997,758.880005,2043.94,48.002,55.48,60.03,27.155
2016-01-04,102.220001,636.98999,97.948441,109.959999,741.840027,2012.66,44.682,54.8,58.26,26.41
2016-01-05,102.730003,633.789978,95.493919,107.660004,742.580017,2016.71,44.686,55.05,58.65,26.29
2016-01-06,102.970001,632.650024,93.625145,117.68,743.619995,1990.26,43.808,54.05,58.13,26.01
2016-01-07,97.919998,607.940002,89.673714,114.559998,726.390015,1943.09,43.13,52.17,56.69,25.41
2016-01-08,97.330002,607.049988,90.147873,111.389999,714.469971,1922.03,42.2,52.33,56.63,24.78
2016-01-11,97.510002,617.73999,91.607574,114.970001,716.030029,1923.67,41.57,52.3,57.82,25.27
2016-01-12,99.370003,617.890015,92.937134,116.580002,726.070007,1938.68,41.994,52.78,59.46,25.35
2016-01-13,95.440002,581.809998,90.547684,106.559998,700.559998,1890.28,40.062,51.64,57.87,24.6
2016-01-14,98.370003,593,92.528015,107.059998,714.719971,1921.84,41.236,53.11,58.98,24.66
2016-01-15,94.970001,570.179993,90.305962,104.040001,694.450012,1880.33,40.998,50.99,58,23.62
2016-01-19,95.260002,574.47998,89.868973,107.889999,701.789978,1881.33,40.944,50.56,58.55,23.85
2016-01-20,94.349998,571.77002,89.989838,107.739998,698.450012,1859.33,39.74,50.79,56.92,22.9
2016-01-21,94.160004,575.02002,89.534256,102.349998,706.590027,1868.99,39.994,50.48,59.03,22.9
2016-01-22,97.940002,596.380005,94.29454,100.720001,725.25,1906.9,40.51,52.29,59.17,23.37
2016-01-25,97.010002,596.530029,92.453667,99.120003,711.669983,1877.08,39.276,51.79,57.71,23.17
2016-01-26,97.339996,601.25,92.965019,97.830002,713.039978,1903.63,38.712,52.17,58.61,23.72
2016-01-27,94.449997,583.349976,86.856606,91.150002,699.98999,1882.95,37.614,51.22,57.63,23.43
2016-01-28,109.110001,635.349976,87.479507,94.410004,730.960022,1893.36,37.94,52.055,59.285,23.105
2016-01-29,112.209999,587,90.50119,91.839996,742.950012,1940.24,38.24,55.09,60.77,23.79
2016-02-01,115.089996,574.809998,89.655136,94.089996,752,1939.38,39.388,54.71,61.4,23.48
2016-02-02,114.610001,552.099976,87.84214,91.489998,764.650024,1903.03,36.556,53,60.695,22.83
2016-02-03,112.690002,531.070007,89.58075,90.739998,726.950012,1912.53,34.696,52.16,59.53,23.1
2016-02-04,110.489998,536.26001,90.300537,89.709999,708.01001,1915.45,35.066,52,58.29,23.54
2016-02-05,104.07,502.130005,87.888779,82.790001,683.570007,1880.05,32.52,50.16,54.49,22.89
2016-02-08,99.75,488.100006,88.81424,83.32,682.73999,1853.44,29.598,49.41,54.14,22.93
2016-02-09,99.540001,482.070007,88.795532,86.129997,678.109985,1852.21,29.65,49.28,54.42,22.65
2016-02-10,101,490.480011,88.122475,88.449997,684.119995,1851.86,28.734,49.71,55.14,22.51
2016-02-11,101.910004,503.820007,87.58963,86.349998,683.109985,1829.08,30.094,49.69,54.92,24.68
2016-02-12,102.010002,507.079987,87.860733,87.400002,682.400024,1864.78,30.208,50.5,55.86,25.11
2016-02-16,101.610001,521.099976,90.337929,89.050003,691,1895.58,31.034,51.09,56.41,25.84
2016-02-17,105.199997,534.099976,91.72142,94.760002,708.400024,1926.82,33.736,52.42,57.63,26.46
2016-02-18,103.470001,525,89.982704,90.489998,697.349976,1917.83,33.354,52.19,56.96,26.43
2016-02-19,104.57,534.900024,89.777054,89.230003,700.909973,1917.78,33.316,51.82,57.67,26.55
2016-02-22,107.160004,559.5,90.562263,91.93,706.460022,1945.5,35.548,52.65,58.87,26.63
2016-02-23,105.459999,552.940002,88.515076,89.120003,695.849976,1921.27,35.442,51.18,58.46,26.12
2016-02-24,106.879997,554.039978,89.833122,91.610001,699.559998,1929.8,35.8,51.36,58.11,26.32
2016-02-25,108.07,555.150024,90.450104,94.529999,705.75,1951.7,37.486,52.1,58.75,26.6
2016-02-26,107.919998,555.22998,90.590324,94.790001,705.070007,1948.05,38.068,51.3,58.34,26.41
2016-02-29,106.919998,552.52002,90.384682,93.410004,697.77002,1932.23,38.386,50.88,58.21,26.18
2016-03-01,109.82,579.039978,93.974251,98.300003,718.809998,1978.35,37.27,52.58,60.04,26.83
2016-03-02,109.949997,580.210022,94.179909,97.610001,718.849976,1986.45,37.668,52.95,59.56,26.9
2016-03-03,109.580002,577.48999,94.881004,97.93,712.419983,1993.4,39.148,52.35,59.04,26.87
2016-03-04,108.389999,575.140015,96.292534,101.580002,710.890015,1999.99,40.208,52.03,58.7,26.8
2016-03-07,105.730003,562.799988,95.226875,95.489998,695.159973,2001.76,41.058,51.03,58,27.14
2016-03-08,105.93,560.26001,94.44165,96.230003,693.969971,1979.26,40.52,51.65,57.6,27.05
2016-03-09,107.510002,559.469971,94.52578,98,705.23999,1989.26,41.744,52.84,57.07,27.61
2016-03-10,107.32,558.929993,94.572517,97.360001,712.820007,1989.57,41.036,52.05,57.52,27.38
2016-03-11,109.410004,569.609985,95.591438,97.660004,726.820007,2022.19,41.5,53.07,57.59,27.86
2016-03-14,109.889999,573.369995,95.83448,98.129997,730.48999,2019.64,43.03,53.17,58.65,27.7
2016-03-15,110.669998,577.02002,97.760147,97.860001,728.330017,2015.93,43.668,53.59,59.08,27.66
2016-03-16,112.18,574.27002,99.059509,99.349998,736.090027,2027.22,44.386,54.35,59.67,27.88
2016-03-17,111.019997,559.440002,98.900581,99.720001,737.780029,2040.59,45.276,54.66,59.55,28.19
2016-03-18,111.449997,552.080017,99.012756,101.120003,737.599976,2049.58,46.548,53.49,59.7,28.33
2016-03-21,111.849998,553.97998,99.003418,101.059998,742.090027,2051.6,47.664,53.86,59.1,28.19
2016-03-22,112.25,560.47998,99.760597,99.839996,740.75,2049.8,46.848,54.07,59.38,28.28
2016-03-23,112.540001,569.630005,99.209061,99.589996,738.059998,2036.71,44.516,53.97,58.83,27.83
2016-03-24,113.050003,582.950012,98.77906,98.360001,735.299988,2035.94,45.55,54.21,58.36,27.96
2016-03-28,113.690002,579.869995,98.330376,101.209999,733.530029,2037.05,46.052,53.54,58.96,27.9
2016-03-29,116.139999,593.859985,100.657997,104.129997,744.77002,2055.01,46.026,54.71,59.55,28.1
2016-03-30,114.699997,598.690002,102.41539,102.190002,750.530029,2063.95,45.378,55.05,60.01,28.46
2016-03-31,114.099998,593.640015,101.882561,102.230003,744.950012,2059.74,45.954,55.23,59.7,28.47
2016-04-01,116.059998,598.5,102.817337,105.699997,749.909973,2072.78,47.518,55.57,61.02,28.69
2016-04-04,112.550003,593.190002,103.87365,104.349998,745.289978,2066.13,49.398,55.43,60.25,28.14
2016-04-05,112.220001,586.140015,102.649094,104.940002,737.799988,2045.17,51.094,54.56,60.04,27.58
2016-04-06,113.709999,602.080017,103.724083,104.830002,745.690002,2066.66,53.084,55.12,60.83,28
2016-04-07,113.639999,591.429993,101.461906,104.449997,740.280029,2041.91,51.44,54.46,61.17,27.6
2016-04-08,110.629997,594.599976,101.574081,103.809998,739.150024,2047.6,50.014,54.42,61.04,27.69
2016-04-11,108.989998,595.929993,101.910599,102.68,736.099976,2041.99,49.984,54.31,60.9,27.62
2016-04-12,110.610001,603.169983,103.237991,106.980003,743.090027,2061.72,49.564,54.65,59.5,27.64
2016-04-13,110.510002,614.820007,104.733665,109.650002,751.719971,2082.42,50.906,55.35,60.21,28.23
2016-04-14,110.839996,620.75,104.789742,110.419998,753.200012,2082.78,50.372,55.36,60.13,28.25
2016-04-15,109.639999,625.890015,102.686478,111.510002,759,2080.73,50.902,55.65,60.51,27.9
2016-04-18,110.449997,635.349976,100.471039,108.400002,766.609985,2094.34,50.776,56.46,60.89,28.19
2016-04-19,112.290001,627.900024,99.93821,94.339996,753.929993,2100.8,49.474,56.39,60.9,28.33
2016-04-20,112.419998,632.98999,100.143852,96.769997,752.669983,2102.4,49.994,55.59,60.9,28.44
2016-04-21,113.440002,631,99.059509,94.980003,759.140015,2091.48,49.658,55.78,60.64,28.24
2016-04-22,110.559998,620.5,98.788414,95.900002,718.77002,2091.58,50.75,51.78,57.68,28.15
2016-04-25,110.099998,626.200012,98.227562,93.559998,723.150024,2087.79,50.364,52.11,57.77,28.23
2016-04-26,108.760002,616.880005,97.545135,92.43,708.140015,2091.7,50.748,51.44,57.72,28.45
2016-04-27,108.889999,606.570007,91.440979,91.040001,705.840027,2095.15,50.294,50.94,56.9,28.64
2016-04-28,116.730003,602,88.645966,90.279999,691.02002,2075.81,49.542,49.9,56.42,27.96
2016-04-29,117.580002,659.590027,87.627037,90.029999,693.01001,2065.3,48.152,49.87,56.23,27.49
2016-05-02,118.57,683.849976,87.533554,93.110001,698.210022,2081.43,48.36,50.61,57.36,27.37
2016-05-03,117.43,671.320007,88.973129,91.540001,692.359985,2063.37,46.464,49.78,56.25,26.86
2016-05-04,118.059998,670.900024,88.047699,90.790001,695.700012,2051.12,44.512,49.87,56.39,26.44
2016-05-05,117.809998,659.090027,87.690323,89.370003,701.429993,2050.63,42.306,49.94,56.25,26.21
2016-05-06,119.489998,673.950012,87.201279,90.839996,711.119995,2057.14,42.986,50.39,56.31,26.53
2016-05-09,119.239998,679.75,87.26709,90.540001,712.900024,2058.69,41.784,50.07,56.64,26.51
2016-05-10,120.5,703.070007,87.859596,92.889999,723.179993,2084.39,41.738,51.02,57.49,27.03
2016-05-11,119.519997,713.22998,87.003754,90.019997,715.289978,2064.46,41.792,51.05,56.23,26.7
2016-05-12,120.279999,717.929993,84.962914,87.739998,713.309998,2064.11,41.456,51.51,56.3,26.67
2016-05-13,119.809998,709.919983,85.132202,87.879997,710.830017,2046.61,41.522,51.08,55.82,26.53
2016-05-16,118.669998,710.659973,88.292213,89.120003,716.48999,2066.66,41.658,51.83,55.53,26.97
2016-05-17,117.349998,695.27002,87.925423,88.629997,706.22998,2047.21,40.932,50.51,54.88,26.65
2016-05-18,117.650002,697.450012,88.931747,90.5,706.630005,2047.63,42.234,50.81,54.8,26.72
2016-05-19,116.809998,698.52002,88.593163,89.550003,700.320007,2040.04,43.042,50.32,54.55,27.57
2016-05-20,117.349998,702.799988,89.552452,92.489998,709.73999,2052.32,44.056,50.62,54.62,27.97
2016-05-23,115.970001,696.75,90.690445,94.889999,704.23999,2048.04,43.244,50.03,54.6,27.94
2016-05-24,117.699997,704.200012,92.072952,97.889999,720.090027,2076.06,43.582,51.59,55.44,28.47
2016-05-25,117.889999,708.349976,93.690575,100.199997,725.27002,2090.54,43.916,52.12,55.15,28.92
2016-05-26,119.470001,714.909973,94.433548,102.809998,724.119995,2090.1,45.024,51.89,55.29,28.9
2016-05-27,119.379997,712.23999,94.377113,103.300003,732.659973,2099.06,44.608,52.32,55.15,28.92
2016-05-31,118.809998,722.789978,93.91629,102.57,735.719971,2096.96,44.646,53,54.89,29.05
2016-06-01,118.779999,719.440002,92.599602,101.510002,734.150024,2099.33,43.912,52.85,54.82,28.9
2016-06-02,118.93,728.23999,91.903679,101.25,730.400024,2105.26,43.792,52.48,54.62,29.08
2016-06-03,118.470001,725.539978,92.091751,99.589996,722.340027,2099.13,43.798,51.79,54.61,29.13
2016-06-06,118.790001,726.72998,92.759491,100.739998,716.549988,2109.41,44.136,52.13,55.59,29.1
2016-06-07,117.760002,723.73999,93.135696,99.889999,716.650024,2112.13,46.468,52.1,55.3,29.07
2016-06-08,118.389999,726.640015,93.051048,97.860001,728.280029,2119.12,47.104,52.04,55.22,29.14
2016-06-09,118.559998,727.650024,93.718796,97.089996,728.580017,2115.48,45.872,51.62,55.58,29.14
2016-06-10,116.620003,717.909973,92.947609,93.75,719.409973,2096.07,43.758,51.48,54.865,29.03
2016-06-13,113.949997,715.23999,91.54628,93.849998,718.359985,2079.06,43.574,50.14,55.04,28.84
2016-06-14,114.940002,719.299988,91.659134,94.120003,718.27002,2075.32,42.992,49.83,55.57,28.96
2016-06-15,114.599998,714.26001,91.358192,94.290001,718.919983,2071.5,43.54,49.69,55.35,28.65
2016-06-16,114.389999,717.51001,91.74379,95.440002,710.359985,2077.99,43.586,50.39,55.53,28.87
2016-06-17,113.019997,706.390015,89.655891,94.449997,691.719971,2071.22,43.094,50.13,55.31,28.95
2016-06-20,113.370003,714.01001,89.439613,93.800003,693.710022,2083.25,43.94,50.07,55.38,28.8
2016-06-21,114.379997,715.820007,90.201401,90.989998,695.940002,2088.9,43.922,51.19,55.81,28.77
2016-06-22,113.910004,710.599976,89.862839,90.010002,697.460022,2085.45,39.332,50.99,55.61,28.72
2016-06-23,115.080002,722.080017,90.380081,91.660004,701.869995,2113.32,39.28,51.91,56.13,29.22
2016-06-24,112.080002,698.960022,87.840805,88.440002,675.219971,2037.41,38.63,49.83,54.68,27.75
2016-06-27,108.970001,691.359985,86.561737,85.330002,668.26001,2000.54,39.71,48.43,53.69,27.31
2016-06-28,112.699997,707.950012,88.019493,87.970001,680.039978,2036.09,40.358,49.44,54.85,27.79
2016-06-29,114.160004,715.599976,88.781273,91.059998,684.109985,2070.77,42.038,50.54,56.74,28.26
2016-06-30,114.279999,715.619995,89.909843,91.480003,692.099976,2098.86,42.456,51.17,57.12,28.69
2016-07-01,114.190002,725.679993,90.182587,96.669998,699.210022,2102.95,43.3,51.16,56.99,28.8
